UNIPROT_AC	name	ENSEMBL_ID	GENE_NAME	DO_IDs
P35548	MSX2	ENSG00000120149	MSX2	DOID:0060285|DOID:2340|MONDO:0008198
P35555	FBN1	ENSG00000166147	FBN1	DOID:0050475|DOID:0111150|DOID:0111243|DOID:0111561|DOID:0111726|DOID:14323|MONDO:0011431|MONDO:0014831
P35556	FBN2	ENSG00000138829	FBN2	DOID:0111595|MONDO:0014501
P35557	HXK4	ENSG00000106633	GCK	DOID:0050524|DOID:0060639|DOID:0070216|DOID:0111100|DOID:9352
P35558	PCKGC	ENSG00000124253	PCK1	MONDO:0009866
P35559	IDE	ENSRNOG00000016833	Ide	DOID:0050850|DOID:0080208|DOID:10652|DOID:9352
P35560	KCNJ1	ENSRNOG00000059005	Kcnj1	DOID:0110143|DOID:1184
P35561	KCNJ2	ENSMUSG00000041695	Kcnj2	DOID:0050434|DOID:0050650|DOID:0050793|DOID:0060224|DOID:1029|DOID:5844
P35563	5HT3A	ENSRNOG00000006595	Htr3a	DOID:9778
P35564	CALX	ENSMUSG00000020368	Canx	DOID:9970
P35565	CALX	ENSRNOG00000003343	Canx	DOID:9970
P35568	IRS1	ENSG00000169047	IRS1	DOID:9352
P35569	IRS1	ENSMUSG00000055980	Irs1	DOID:0080208|DOID:1059|DOID:10652|DOID:11476|DOID:3393|DOID:783|DOID:9352|DOID:9970
P35570	IRS1	ENSRNOG00000014597	Irs1	DOID:0080208|DOID:1059|DOID:10652|DOID:11476|DOID:3393|DOID:783|DOID:9352|DOID:9970
P35571	GPDM	ENSRNOG00000033824	Gpd2	DOID:9352
P35572	IBP6	ENSRNOG00000010977	Igfbp6	DOID:127|DOID:1612|DOID:8719|DOID:9719|DOID:9970
P35573	GDE	ENSG00000162688	AGL	DOID:2748
P35575	G6PC1	NA	G6PC1	DOID:2749
P35576	G6PC1	NA	G6pc1	DOID:2749|DOID:684|DOID:9352|DOID:9452
P35577	THBG	ENSRNOG00000011081	Serpina7	DOID:1459|DOID:1837|DOID:7998|DOID:9351|DOID:9744
P35579	MYH9	ENSG00000100345	MYH9	DOID:0060651|DOID:0110548
P35583	FOXA2	ENSMUSG00000037025	Foxa2	DOID:9352
P35606	COPB2	ENSG00000184432	COPB2	DOID:0070281
P35609	ACTN2	ENSG00000077522	ACTN2	DOID:0110428|MIM:618654|MIM:618655
P35613	BASI	ENSG00000172270	BSG	MONDO:0020617
P35625	TIMP3	ENSG00000100234	TIMP3	DOID:0090114
P35637	FUS	ENSG00000089280	FUS	DOID:0060198|DOID:0111431|MONDO:0012809
P35638	DDIT3	ENSG00000175197	DDIT3	DOID:5363
P35639	DDIT3	ENSMUSG00000116429	Ddit3	DOID:2316|DOID:2527|DOID:2957|DOID:3021|DOID:3083|DOID:5154|DOID:5199|DOID:5363|DOID:5453|DOID:9870
P35658	NU214	ENSG00000126883	NUP214	MIM:618426
P35670	ATP7B	ENSG00000123191	ATP7B	DOID:893
P35680	HNF1B	ENSG00000275410	HNF1B	DOID:0111101|DOID:10283|DOID:9352
P35689	ERCC5	ENSMUSG00000026048	Ercc5	DOID:0110849|DOID:1909
P35700	PRDX1	ENSMUSG00000028691	Prdx1	DOID:0050715
P35710	SOX5	ENSMUSG00000041540	Sox5	DOID:10652|DOID:114
P35711	SOX5	ENSG00000134532	SOX5	MONDO:0014778
P35712	SOX6	ENSG00000110693	SOX6	MIM:618971
P35713	SOX18	ENSG00000203883	SOX18	DOID:0111360|DOID:0111361
P35716	SOX11	ENSG00000176887	SOX11	DOID:0070057
P35738	ODBB	ENSRNOG00000009928	Bckdhb	DOID:9269
P35739	NTRK1	ENSRNOG00000013953	Ntrk1	DOID:0050548|DOID:0050848|DOID:0060180|DOID:0070146|DOID:10487|DOID:10652|DOID:13406|DOID:1686|DOID:1793|DOID:2841|DOID:3083|DOID:3310|DOID:431|DOID:4483|DOID:5327|DOID:5419|DOID:769|DOID:824|DOID:9743
P35749	MYH11	ENSG00000133392	MYH11	DOID:14004
P35762	CD81	ENSMUSG00000037706	Cd81	DOID:12177
P35763	PERF	ENSRNOG00000000562	Prf1	DOID:0060060|DOID:0110922|DOID:12449|DOID:13636|DOID:1520|DOID:2377|DOID:2841|DOID:2920|DOID:2921|DOID:4330|DOID:526|DOID:8544|DOID:8778|DOID:9074|DOID:9744
P35802	GPM6A	ENSMUSG00000031517	Gpm6a	DOID:1059
P35803	GPM6B	ENSMUSG00000031342	Gpm6b	DOID:1059
P35821	PTN1	ENSMUSG00000027540	Ptpn1	DOID:9352
P35831	PTN12	ENSMUSG00000028771	Ptpn12	DOID:9256
P35846	FOLR1	ENSMUSG00000001827	Folr1	DOID:0050719
P35858	ALS	ENSG00000099769	IGFALS	MONDO:0014420
P35859	ALS	ENSRNOG00000015061	Igfals	DOID:0060870|DOID:0080552|DOID:1184|DOID:3490|DOID:8689
P35869	AHR	ENSG00000106546	AHR	DOID:0112142
P35908	K22E	ENSG00000172867	KRT2	DOID:0060877
P35913	PDE6B	ENSG00000133256	PDE6B	DOID:0110375|DOID:0110863
P35914	HMGCL	ENSG00000117305	HMGCL	MONDO:0009520
P35917	VGFR3	ENSMUSG00000020357	Flt4	DOID:0050580|DOID:0070210|DOID:1475|DOID:418
P35918	VGFR2	ENSMUSG00000062960	Kdr	DOID:0002116|DOID:0060180|DOID:0060669|DOID:0060688|DOID:10763|DOID:10873|DOID:11054|DOID:11132|DOID:1115|DOID:13025|DOID:1475|DOID:1577|DOID:1580|DOID:1612|DOID:1679|DOID:1793|DOID:1875|DOID:1909|DOID:2316|DOID:2349|DOID:2526|DOID:2671|DOID:2841|DOID:289|DOID:3042|DOID:3070|DOID:3083|DOID:3179|DOID:3192|DOID:332|DOID:3459|DOID:418|DOID:4448|DOID:4449|DOID:5844|DOID:6039|DOID:7736|DOID:8577|DOID:8717|DOID:8778|DOID:8893|DOID:9352
P35922	FMR1	ENSMUSG00000000838	Fmr1	DOID:0050879|DOID:0060001|DOID:0060041|DOID:0060475|DOID:14261|DOID:224|DOID:5426|DOID:7474
P35951	LDLR	ENSMUSG00000032193	Ldlr	DOID:10652|DOID:12783|DOID:13810|DOID:1883|DOID:1936|DOID:2349|DOID:3345|DOID:9074|DOID:9452
P35952	LDLR	ENSRNOG00000009946	Ldlr	DOID:10652|DOID:12783|DOID:13810|DOID:1883|DOID:1936|DOID:2349|DOID:3345|DOID:9074|DOID:9452
P35968	VGFR2	ENSG00000128052	KDR	MONDO:0011191
P35969	VGFR1	ENSMUSG00000029648	Flt1	DOID:0060074|DOID:0060224|DOID:0060669|DOID:0060688|DOID:10591|DOID:10873|DOID:11382|DOID:13207|DOID:13208|DOID:13378|DOID:1612|DOID:1909|DOID:1967|DOID:2154|DOID:2696|DOID:3042|DOID:3083|DOID:4449|DOID:4450|DOID:5082|DOID:5844|DOID:8398|DOID:8634|DOID:8725|DOID:8893|DOID:8947
P35979	RL12	ENSMUSG00000038900	Rpl12	DOID:9074
P35980	RL18	ENSMUSG00000059070	Rpl18	DOID:0111896
P35991	BTK	ENSMUSG00000031264	Btk	DOID:0050746|DOID:0060875|DOID:14179|DOID:2583
P36021	MOT8	ENSG00000147100	SLC16A2	DOID:0050631
P36198	LHX2	ENSRNOG00000010551	Lhx2	DOID:9649|DOID:9650
P36202	PDLI4	ENSRNOG00000050794	Pdlim4	DOID:11476
P36222	CH3L1	ENSG00000133048	CHI3L1	DOID:5419|MONDO:0012771
P36363	FGF7	ENSMUSG00000027208	Fgf7	DOID:10283|DOID:11132|DOID:127|DOID:1749|DOID:2394|DOID:2871|DOID:2945|DOID:3744
P36364	FGF9	ENSRNOG00000011471	Fgf9	DOID:0050794|DOID:1324|DOID:4769
P36368	EGFB2	NA	Egfbp2	DOID:0050700|DOID:10763|DOID:4989|DOID:5844|DOID:783|DOID:784
P36369	K1B26	ENSMUSG00000053719	Klk1b26	DOID:0050700|DOID:10763|DOID:1612|DOID:5844|DOID:783|DOID:784
P36370	TAP1	ENSRNOG00000000457	Tap1	DOID:0060009|DOID:1067|DOID:1205|DOID:1580|DOID:2841|DOID:2957|DOID:3748|DOID:4362|DOID:4483|DOID:5419|DOID:6196|DOID:7147|DOID:841|DOID:8893|DOID:9563|DOID:9744
P36371	TAP2	ENSMUSG00000024339	Tap2	DOID:0060009|DOID:0060704|DOID:1025|DOID:10652|DOID:12206|DOID:1577|DOID:1580|DOID:2377|DOID:2893|DOID:2957|DOID:3042|DOID:3748|DOID:4362|DOID:6196|DOID:7147|DOID:7148|DOID:8893|DOID:9074|DOID:9744
P36372	TAP2	ENSRNOG00000046031	Tap2	DOID:0060009|DOID:0060704|DOID:1025|DOID:10652|DOID:12206|DOID:1577|DOID:1580|DOID:2377|DOID:2893|DOID:2957|DOID:3042|DOID:3748|DOID:4362|DOID:6196|DOID:7147|DOID:7148|DOID:8893|DOID:9074|DOID:9744
P36374	KLK6	ENSRNOG00000031927	Klk6	DOID:0050700|DOID:10763|DOID:5844|DOID:783|DOID:784
P36375	KLK10	ENSRNOG00000030281	Klk10	DOID:0060074|DOID:10283|DOID:2394|DOID:363
P36376	KLK12	ENSRNOG00000034012	Klk12	DOID:0050700|DOID:10763|DOID:5844|DOID:783|DOID:784
P36380	CXB4	ENSRNOG00000026910	Gjb4	DOID:0050467|DOID:0080248
P36382	CXA5	ENSG00000265107	GJA5	DOID:0050650|DOID:0080662
P36394	SRY	ENSRNOG00000062090	Sry	DOID:0111761|DOID:0111778|DOID:14448
P36404	ARL2	ENSG00000213465	ARL2	MIM:619082
P36405	ARL3	ENSG00000138175	ARL3	DOID:0112140|MIM:618161
P36423	THAS	ENSMUSG00000029925	Tbxas1	DOID:0060903|DOID:0111047|DOID:10763|DOID:10976|DOID:11111|DOID:2349|DOID:2921|DOID:3454|DOID:3526|DOID:9477
P36506	MP2K2	ENSRNOG00000020005	Map2k2	DOID:0111463|DOID:1612|DOID:3068|DOID:4906
P36507	MP2K2	ENSG00000126934	MAP2K2	DOID:0111463
P36511	UDB15	NA	Ugt2b15	DOID:11476
P36543	VATE1	ENSG00000131100	ATP6V1E1	DOID:0070140
P36551	HEM6	ENSG00000080819	CPOX	DOID:13269|MIM:618892
P36552	HEM6	ENSMUSG00000022742	Cpox	DOID:13269|DOID:409
P36575	ARRC	ENSG00000120500	ARR3	MONDO:0049221
P36576	ARRC	ENSRNOG00000002904	Arr3	DOID:11830
P36776	LONM	ENSG00000196365	LONP1	DOID:0111274
P36860	RALB	ENSRNOG00000002440	Ralb	DOID:4074
P36871	PGM1	ENSG00000079739	PGM1	DOID:0060728|DOID:0080570
P36876	2ABA	ENSRNOG00000011158	Ppp2r2a	DOID:1441
P36877	2ABB	ENSRNOG00000018851	Ppp2r2b	DOID:0050962|DOID:10652|DOID:1441|DOID:1612|DOID:9074|DOID:936
P36888	FLT3	ENSG00000122025	FLT3	DOID:9119
P36894	BMR1A	ENSG00000107779	BMPR1A	DOID:0050787|DOID:0060389|DOID:0111686
P36895	BMR1A	ENSMUSG00000021796	Bmpr1a	DOID:0050787|DOID:0060389|DOID:0111686|DOID:14289|DOID:384|DOID:5295|DOID:6432|DOID:8398
P36897	TGFR1	ENSG00000106799	TGFBR1	DOID:0070235|DOID:5585
P36898	BMR1B	ENSMUSG00000052430	Bmpr1b	DOID:0050787|DOID:0110965|DOID:0110978|DOID:2256|DOID:2841|DOID:6432
P36940	TNFL6	ENSRNOG00000002978	Faslg	DOID:0050625|DOID:0050908|DOID:0060108|DOID:10591|DOID:10808|DOID:11054|DOID:11713|DOID:127|DOID:12858|DOID:13133|DOID:13767|DOID:14330|DOID:1485|DOID:1793|DOID:1909|DOID:2043|DOID:2316|DOID:2377|DOID:2671|DOID:303|DOID:3083|DOID:3457|DOID:3587|DOID:409|DOID:4440|DOID:4928|DOID:4947|DOID:6000|DOID:6688|DOID:684|DOID:8552|DOID:8568|DOID:8577|DOID:8991|DOID:9352|DOID:9538|DOID:9744
P36955	PEDF	ENSG00000132386	SERPINF1	DOID:0110350
P36956	SRBP1	ENSG00000072310	SREBF1	MIM:619016|MONDO:0008017
P36957	ODO2	ENSG00000119689	DLST	MIM:618475
P36969	GPX4	ENSG00000167468	GPX4	MONDO:0009593
P36972	APT	ENSRNOG00000014405	Aprt	DOID:0060350|DOID:684
P37023	ACVL1	ENSG00000139567	ACVRL1	DOID:1270
P37040	NCPR	ENSMUSG00000005514	Por	DOID:0050462|DOID:0050811
P37058	DHB3	ENSG00000130948	HSD17B3	MONDO:0009916
P37088	SCNNA	ENSG00000111319	SCNN1A	DOID:0060854|DOID:0080527|MONDO:0029132
P37089	SCNNA	ENSRNOG00000019368	Scnn1a	DOID:0050477|DOID:0060854|DOID:0080527|DOID:1184|DOID:4479|DOID:769
P37090	SCNNB	ENSRNOG00000030981	Scnn1b	DOID:0050477|DOID:0060854|DOID:0080526|DOID:1184|DOID:1289|DOID:14452|DOID:1485|DOID:326|DOID:4479
P37091	SCNNG	ENSRNOG00000017842	Scnn1g	DOID:0050477|DOID:0060854|DOID:0080528|DOID:4479
P37136	ACES	ENSRNOG00000050841	Ache	DOID:10487|DOID:10652|DOID:12858|DOID:14330|DOID:1826|DOID:2297|DOID:2377|DOID:437|DOID:6088|DOID:9470|DOID:9744
P37172	ACVR1	ENSMUSG00000026836	Acvr1	DOID:13374|DOID:1793
P37173	TGFR2	ENSG00000163513	TGFBR2	DOID:0070234|DOID:0070273|DOID:5041
P37198	NUP62	ENSG00000213024	NUP62	DOID:4751
P37199	NU155	ENSRNOG00000013411	Nup155	DOID:0050650
P37230	PPARA	ENSRNOG00000021463	Ppara	DOID:10652|DOID:10763|DOID:10908|DOID:12351|DOID:1485|DOID:3146|DOID:3393|DOID:5844|DOID:684|DOID:824|DOID:9351|DOID:9427|DOID:9452
P37231	PPARG	ENSG00000132170	PPARG	DOID:0070204|DOID:3070|DOID:9970|MONDO:0044275
P37237	FGF8	ENSMUSG00000025219	Fgf8	DOID:0090086|DOID:10892|DOID:11132|DOID:11198|DOID:1612|DOID:1911|DOID:3308|DOID:3594|DOID:6419|DOID:8634
P37238	PPARG	ENSMUSG00000000440	Pparg	DOID:0050440|DOID:0050850|DOID:0050851|DOID:0060611|DOID:0070204|DOID:0080322|DOID:0111136|DOID:10591|DOID:10652|DOID:10763|DOID:11054|DOID:11613|DOID:1287|DOID:12935|DOID:13207|DOID:14557|DOID:1561|DOID:1793|DOID:219|DOID:224|DOID:2349|DOID:3021|DOID:3393|DOID:3407|DOID:3587|DOID:4989|DOID:684|DOID:783|DOID:811|DOID:9074|DOID:9352|DOID:9452|DOID:9970
P37242	THB	ENSMUSG00000021779	Thrb	DOID:0111374|DOID:10283|DOID:1094|DOID:11633|DOID:1612|DOID:3459|DOID:3962|DOID:4450|DOID:8991
P37268	FDFT	ENSG00000079459	FDFT1	MIM:618156
P37275	ZEB1	ENSG00000148516	ZEB1	DOID:0110857|DOID:11555
P37285	KLC1	ENSRNOG00000011572	Klc1	DOID:0080348|DOID:10652|DOID:2378
P37287	PIGA	ENSG00000165195	PIGA	DOID:0060284|DOID:0080139
P37361	MT3	ENSRNOG00000018958	Mt3	DOID:10652|DOID:11832|DOID:1459|DOID:224|DOID:231|DOID:2468|DOID:332|DOID:3525|DOID:4752|DOID:5154|DOID:571
P37377	SYUA	ENSRNOG00000008656	Snca	DOID:0060367|DOID:0060895|DOID:10652|DOID:11870|DOID:11949|DOID:12217|DOID:14330|DOID:1596|DOID:3192|DOID:3312|DOID:3981|DOID:4752|DOID:5419|DOID:670|DOID:8692|DOID:8725
P37727	RAE1	ENSRNOG00000000161	Chm	DOID:9821
P37837	TALDO	ENSG00000177156	TALDO1	MONDO:0011624
P37840	SYUA	ENSG00000145335	SNCA	DOID:0060367|DOID:0060892|DOID:0060895|DOID:12217|DOID:14330
P37913	DNLI1	ENSMUSG00000056394	Lig1	DOID:162|DOID:612|DOID:655|DOID:7725
P37996	ARL3	ENSRNOG00000019973	Arl3	DOID:0050777|DOID:0110415|DOID:0110861|DOID:10584
P38060	HMGCL	ENSMUSG00000028672	Hmgcl	DOID:9252
P38117	ETFB	ENSG00000105379	ETFB	DOID:0060358
P38159	RBMX	ENSG00000147274	RBMX	DOID:0060826
P38398	BRCA1	ENSG00000012048	BRCA1	DOID:1612|DOID:2394|MONDO:0011450|MONDO:0013685|MONDO:0054748
P38405	GNAL	ENSG00000141404	GNAL	DOID:0090055
P38406	GNAL	ENSRNOG00000010440	Gnal	DOID:0090055
P38435	VKGC	ENSG00000115486	GGCX	DOID:0112173|MONDO:0012570
P38438	TGFR2	ENSRNOG00000013265	Tgfbr2	DOID:0050466|DOID:0070234|DOID:0070273|DOID:0110214|DOID:10283|DOID:11198|DOID:14323|DOID:1793|DOID:219|DOID:2349|DOID:2920|DOID:3587|DOID:3770|DOID:4762|DOID:4947|DOID:5041|DOID:557|DOID:5844|DOID:6432|DOID:684|DOID:9352
P38444	AVR2A	ENSRNOG00000005334	Acvr2a	DOID:0050787|DOID:14323|DOID:1793|DOID:219|DOID:4258
P38445	AVR2B	ENSRNOG00000014477	Acvr2b	DOID:0050545|DOID:0050787|DOID:0060856|DOID:14323
P38483	ABEC1	ENSRNOG00000015411	Apobec1	DOID:1168|DOID:219|DOID:916|DOID:9970
P38484	INGR2	ENSG00000159128	IFNGR2	DOID:0111995
P38532	HSF1	ENSMUSG00000022556	Hsf1	DOID:10652|DOID:11383|DOID:12858|DOID:14330|DOID:224|DOID:6000|DOID:767
P38571	LICH	ENSG00000107798	LIPA	DOID:0080217|MONDO:0019148
P38606	VATA	ENSG00000114573	ATP6V1A	DOID:0070129|MONDO:0020632
P38646	GRP75	ENSG00000113013	HSPA9	DOID:0060335|MONDO:0014801
P38647	GRP75	ENSMUSG00000024359	Hspa9	DOID:0060335|DOID:10652|DOID:14330|DOID:2316|DOID:7148
P38649	BGAT	ENSMUSG00000015787	Abo	DOID:0080600|DOID:10763|DOID:1240|DOID:13406|DOID:1496|DOID:1793|DOID:2237|DOID:2841|DOID:2945|DOID:4948|DOID:583|DOID:9952
P38650	DYHC1	ENSRNOG00000006178	Dync1h1	DOID:0070043|DOID:0070351|DOID:0110175|DOID:10652|DOID:1289
P38652	PGM1	ENSRNOG00000009889	Pgm1	DOID:0080570|DOID:1380|DOID:3307
P38919	IF4A3	ENSG00000141543	EIF4A3	MONDO:0009998
P38935	SMBP2	ENSG00000132740	IGHMBP2	DOID:0110171|DOID:0111064
P38983	RSSA	ENSRNOG00000018645	Rpsa	DOID:0110074|DOID:11446|DOID:1339|DOID:9778
P39019	RS19	ENSG00000105372	RPS19	DOID:0111895|DOID:1339
P39052	DYN2	ENSRNOG00000007649	Dnm2	DOID:0060558|DOID:0110197|DOID:0111223|DOID:14717|DOID:2975|DOID:854
P39053	DYN1	ENSMUSG00000026825	Dnm1	DOID:0080437|DOID:10652|DOID:1827|DOID:854
P39054	DYN2	ENSMUSG00000033335	Dnm2	DOID:0060558|DOID:0110197|DOID:0111223|DOID:14717|DOID:2975|DOID:854
P39069	KAD1	NA	Ak1	DOID:2861|DOID:3525|DOID:583|DOID:5844|DOID:9352|DOID:9970
P39087	GRIK2	ENSMUSG00000056073	Grik2	DOID:0060308|DOID:12858
P39210	MPV17	ENSG00000115204	MPV17	DOID:0080125|DOID:0111559
P39447	ZO1	ENSMUSG00000030516	Tjp1	DOID:13141|DOID:13580|DOID:13976|DOID:2316|DOID:4606|DOID:4948|DOID:8677|DOID:936
P39654	LOX15	ENSMUSG00000018924	Alox15	DOID:10652|DOID:2316|DOID:2921|DOID:6000
P39655	LOX12	ENSMUSG00000000320	Alox12	DOID:10283|DOID:10763|DOID:11054|DOID:1612|DOID:4450|DOID:6000|DOID:8577|DOID:8778|DOID:8893|DOID:9352|DOID:9970
P39656	OST48	ENSG00000244038	DDOST	DOID:0080569
P39688	FYN	ENSMUSG00000019843	Fyn	DOID:10652|DOID:3151|DOID:3328|DOID:37|DOID:5419|DOID:557|DOID:9256
P39689	CDN1A	ENSMUSG00000023067	Cdkn1a	DOID:0050865|DOID:0050866|DOID:0060071|DOID:0060074|DOID:0060224|DOID:10283|DOID:1070|DOID:1073|DOID:10964|DOID:10966|DOID:11335|DOID:11555|DOID:12236|DOID:12689|DOID:1749|DOID:1909|DOID:2615|DOID:2876|DOID:3070|DOID:3114|DOID:3179|DOID:3587|DOID:4448|DOID:4905|DOID:5517|DOID:5759|DOID:6255|DOID:6432|DOID:684|DOID:7910|DOID:8577|DOID:8893|DOID:898|DOID:8991|DOID:9074|DOID:916|DOID:9206|DOID:9282|DOID:9655
P39749	FEN1	ENSMUSG00000024742	Fen1	DOID:1612|DOID:162
P39876	TIMP3	ENSMUSG00000020044	Timp3	DOID:0090114|DOID:10283|DOID:11054|DOID:12930|DOID:14004|DOID:1612|DOID:2006|DOID:3459|DOID:3594|DOID:4450|DOID:9352
P39877	PA2G5	ENSG00000127472	PLA2G5	DOID:0111677
P39880	CUX1	ENSG00000257923	CUX1	MIM:618330
P39905	GDNF	ENSG00000168621	GDNF	DOID:0050771|DOID:0060731|MONDO:0013383
P39948	CCND1	ENSRNOG00000020918	Ccnd1	DOID:0050746|DOID:0060060|DOID:0060074|DOID:10283|DOID:11054|DOID:11624|DOID:11832|DOID:14175|DOID:1749|DOID:1793|DOID:1824|DOID:1875|DOID:2671|DOID:3069|DOID:3070|DOID:3457|DOID:3498|DOID:3587|DOID:3907|DOID:3908|DOID:3910|DOID:3969|DOID:4001|DOID:4074|DOID:4450|DOID:4926|DOID:5409|DOID:5520|DOID:6827|DOID:684|DOID:8991|DOID:9119|DOID:9256|DOID:9538|DOID:9952
P39949	CCNE1	ENSRNOG00000014786	Ccne1	DOID:10763|DOID:11054|DOID:1612|DOID:3458|DOID:3908|DOID:4001|DOID:4450|DOID:684|DOID:8991
P39950	CCNG1	ENSRNOG00000003256	Ccng1	DOID:10652|DOID:127|DOID:8991
P39951	CDK1	ENSRNOG00000000632	Cdk1	DOID:11054|DOID:1612|DOID:162|DOID:2671|DOID:3500|DOID:4362|DOID:684
P40112	PSB3	ENSRNOG00000052730	Psmb3	DOID:162
P40124	CAP1	ENSMUSG00000028656	Cap1	DOID:1793
P40189	IL6RB	ENSG00000134352	IL6ST	DOID:0080596
P40190	IL6RB	ENSRNOG00000013963	Il6st	DOID:0080596|DOID:10534|DOID:10652|DOID:10763|DOID:11613|DOID:11832|DOID:1824|DOID:2316|DOID:2349|DOID:684|DOID:7148
P40200	TACT	ENSG00000153283	CD96	DOID:0111581
P40201	CHD1	ENSMUSG00000023852	Chd1	DOID:10283
P40223	CSF3R	ENSMUSG00000028859	Csf3r	DOID:0050590|DOID:0050908|DOID:0080187|DOID:0080188|DOID:0090120|DOID:1227|DOID:1485|DOID:2226|DOID:9119
P40225	TPO	ENSG00000090534	THPO	DOID:2224
P40226	TPO	ENSMUSG00000022847	Thpo	DOID:12449|DOID:14115|DOID:2224|DOID:2228|DOID:5082|DOID:5160|DOID:6432
P40237	CD82	ENSMUSG00000027215	Cd82	DOID:10283|DOID:10763|DOID:11054|DOID:162|DOID:2394|DOID:2671|DOID:2871|DOID:3459|DOID:3744
P40238	TPOR	ENSG00000117400	MPL	DOID:0090118|DOID:2224|DOID:4971
P40240	CD9	ENSMUSG00000030342	Cd9	DOID:11054|DOID:1380|DOID:2394|DOID:2526|DOID:2671|DOID:2893|DOID:2945|DOID:3459
P40241	CD9	ENSRNOG00000019556	Cd9	DOID:11054|DOID:1380|DOID:2394|DOID:2526|DOID:2671|DOID:2893|DOID:2945|DOID:3459
P40259	CD79B	ENSG00000007312	CD79B	DOID:2583
P40329	SYRC	NA	Rars1	DOID:0060791
P40336	VP26A	ENSMUSG00000020078	Vps26a	DOID:1319
P40337	VHL	ENSG00000134086	VHL	DOID:0050387|DOID:0050771|DOID:0060474|DOID:14175
P40338	VHL	ENSMUSG00000033933	Vhl	DOID:0050771|DOID:0060474|DOID:10763|DOID:11054|DOID:14175|DOID:1793|DOID:2154|DOID:3587|DOID:4450|DOID:4467|DOID:8432|DOID:9007
P40424	PBX1	ENSG00000185630	PBX1	MONDO:0060549
P40615	DKC1	ENSRNOG00000055562	Dkc1	DOID:0070025|DOID:12449|DOID:2729
P40630	TFAM	ENSMUSG00000003923	Tfam	DOID:0080337|DOID:10652|DOID:12858|DOID:12934|DOID:14330|DOID:1824|DOID:332|DOID:9970
P40645	SOX6	ENSMUSG00000051910	Sox6	DOID:10652|DOID:114|DOID:3070
P40646	SOX7	ENSMUSG00000063060	Sox7	DOID:3827
P40692	MLH1	ENSG00000076242	MLH1	DOID:0050465|DOID:0070274|DOID:1380|DOID:9256|MONDO:0010159
P40694	SMBP2	ENSMUSG00000024831	Ighmbp2	DOID:0110171|DOID:0111064
P40749	SYT4	ENSMUSG00000024261	Syt4	DOID:11832
P40753	ANFB	ENSMUSG00000029019	Nppb	DOID:0080322|DOID:0080600|DOID:1073|DOID:10763|DOID:10825|DOID:10923|DOID:11394|DOID:114|DOID:11516|DOID:11981|DOID:12930|DOID:13378|DOID:1936|DOID:2527|DOID:3021|DOID:5082|DOID:576|DOID:5844|DOID:6000|DOID:6364|DOID:6432|DOID:783|DOID:784|DOID:9279|DOID:9351|DOID:9352|DOID:9477|DOID:9651|DOID:9970
P40763	STAT3	ENSG00000168610	STAT3	DOID:0080545|DOID:3261|MONDO:0014414
P40818	UBP8	ENSG00000138592	USP8	DOID:7004
P40855	PEX19	ENSG00000162735	PEX19	DOID:0080486
P40879	S26A3	ENSG00000091138	SLC26A3	DOID:0060296|DOID:0060774
P40925	MDHC	ENSG00000014641	MDH1	MIM:618959
P40926	MDHM	ENSG00000146701	MDH2	DOID:0080433
P40935	PNMT	ENSMUSG00000038216	Pnmt	DOID:10652|DOID:10763|DOID:2377|DOID:9993
P40939	ECHA	ENSG00000084754	HADHA	DOID:0111277|MONDO:0012173
P41002	CCNF	ENSG00000162063	CCNF	MIM:619141
P41034	TTPA	ENSRNOG00000007139	Ttpa	DOID:0090028|DOID:916
P41047	TNFL6	NA	Faslg	DOID:0050625|DOID:0050908|DOID:0060108|DOID:10591|DOID:10808|DOID:11054|DOID:11713|DOID:127|DOID:12858|DOID:13133|DOID:13767|DOID:14330|DOID:1485|DOID:1793|DOID:1909|DOID:2043|DOID:2316|DOID:2377|DOID:2671|DOID:303|DOID:3083|DOID:3457|DOID:3587|DOID:409|DOID:4440|DOID:4928|DOID:4947|DOID:6000|DOID:6688|DOID:684|DOID:8552|DOID:8568|DOID:8577|DOID:8991|DOID:9352|DOID:9538|DOID:9744
P41091	IF2G	ENSG00000130741	EIF2S3	DOID:0060801
P41105	RL28	ENSMUSG00000030432	Rpl28	DOID:3525
P41123	RL13	ENSRNOG00000015335	Rpl13	DOID:1682
P41133	ID3	ENSMUSG00000007872	Id3	DOID:12894
P41135	ID1	ENSRNOG00000021750	Id1	DOID:13580|DOID:14557|DOID:6432
P41138	ID3	ENSRNOG00000026124	Id3	DOID:12894
P41139	ID4	ENSMUSG00000021379	Id4	DOID:11476
P41156	ETS1	ENSRNOG00000008941	Ets1	DOID:9352|DOID:9744
P41159	LEP	ENSG00000174697	LEP	DOID:0111334
P41160	LEP	ENSMUSG00000059201	Lep	DOID:0050741|DOID:0050848|DOID:0060611|DOID:0080208|DOID:0111334|DOID:10591|DOID:10603|DOID:10605|DOID:10652|DOID:10763|DOID:11394|DOID:11476|DOID:1168|DOID:11714|DOID:12236|DOID:12858|DOID:14018|DOID:14221|DOID:14330|DOID:1485|DOID:1612|DOID:1924|DOID:2018|DOID:2841|DOID:2913|DOID:3083|DOID:3146|DOID:3908|DOID:4450|DOID:4483|DOID:5016|DOID:684|DOID:783|DOID:8398|DOID:9352|DOID:9452|DOID:9970
P41164	ETV1	ENSMUSG00000004151	Etv1	DOID:3312|DOID:9970
